date,price,cdi_rate
2012-07-30,7.83,0.0002991944596806
2012-07-31,7.83,0.0002991944596806
2012-08-01,7.83,0.0002991944596806
2012-08-02,7.82,0.0002988263223729
2012-08-03,7.83,0.0002991944596806
2012-08-06,7.82,0.0002988263223729
2012-08-07,7.82,0.0002988263223729
2012-08-08,7.82,0.0002988263223729
2012-08-09,7.82,0.0002988263223729
2012-08-10,7.82,0.0002988263223729
2012-08-13,7.8,0.0002980899457219
2012-08-14,7.83,0.0002991944596806
2012-08-15,7.83,0.0002991944596806
2012-08-16,7.82,0.0002988263223729
2012-08-17,7.84,0.0002995625629849
2012-08-20,7.85,0.0002999306322919
2012-08-21,7.82,0.0002988263223729
2012-08-22,7.81,0.0002984581510554
2012-08-23,7.81,0.0002984581510554
2012-08-24,7.82,0.0002988263223729
2012-08-27,7.83,0.0002991944596806
2012-08-28,7.83,0.0002991944596806
2012-08-29,7.82,0.0002988263223729
2012-08-30,7.38,0.0002825945215423
2012-08-31,7.38,0.0002825945215423
2012-09-03,7.41,0.0002837033378562
2012-09-04,7.39,0.0002829641612603
2012-09-05,7.39,0.0002829641612603
2012-09-06,7.39,0.0002829641612603
2012-09-10,7.38,0.0002825945215423
2012-09-11,7.37,0.0002822248475358
2012-09-12,7.36,0.0002818551392345
2012-09-13,7.36,0.0002818551392345
2012-09-14,7.35,0.0002814853966318
2012-09-17,7.34,0.0002811156197216
2012-09-18,7.33,0.0002807458084972
2012-09-19,7.33,0.0002807458084972
2012-09-20,7.35,0.0002814853966318
2012-09-21,7.35,0.0002814853966318
2012-09-24,7.35,0.0002814853966318
2012-09-25,7.38,0.0002825945215423
2012-09-26,7.37,0.0002822248475358
2012-09-27,7.36,0.0002818551392345
2012-09-28,7.36,0.0002818551392345
2012-10-01,7.36,0.0002818551392345
2012-10-02,7.35,0.0002814853966318
2012-10-03,7.36,0.0002818551392345
2012-10-04,7.36,0.0002818551392345
2012-10-05,7.36,0.0002818551392345
2012-10-08,7.36,0.0002818551392345
2012-10-09,7.35,0.0002814853966318
2012-10-10,7.33,0.0002807458084972
2012-10-11,7.04,0.0002700063276555
2012-10-15,7.04,0.0002700063276555
2012-10-16,7.05,0.0002703771367696
2012-10-17,7.06,0.0002707479113837
2012-10-18,7.08,0.0002714893571383
2012-10-19,7.08,0.0002714893571383
